Company,Question
FirstCry,Q. What you know about inventory management and warehouse management or planing?
FirstCry,Q. What are the major kidswear brands you know
FirstCry,Q. Severity vs priority
FirstCry,Q. What is the atmosphere?
FirstCry,Q. Proper profit & loss Numbers
Reliance General Insurance,Q. What are the basic principles of project management?
Reliance General Insurance,Q. What is your experience with crop cutting experiments in the revenue department?
Reliance General Insurance,Q. What is insurance?
Reliance General Insurance,Q. How many types of insurance are there?
Reliance General Insurance,Q. How can marketing be used to grow the business?
Reliance General Insurance,"Q. If a policyholder calls after hours requesting to renew their policy immediately, what would you do?"
Reliance General Insurance,Q. How would you add value to us?
Reliance General Insurance,Q. What are some ways we can increase our agent base?
Reliance General Insurance,Q. What is your highest achievement?
Reliance General Insurance,Q. How many languages can you speak?
Reliance General Insurance,Q. Do you have any knowledge about sales?
Reliance General Insurance,Q. How do you assess the NCB calculation?
Reliance General Insurance,"Q. How do you manage a territory and all channels, including Agency, Banca, and Dealer?"
Reliance General Insurance,Q. What is the BRD creation flow and structure?
Reliance General Insurance,Q. What is the workflow in product development?
Reliance General Insurance,Q. How would you sell a SIM card to a customer?
Reliance General Insurance,Q. How will you work to meet your target?
Reliance General Insurance,Q. Command on Ms Excel and on system
Reliance General Insurance,Q. Sales Experience
Reliance General Insurance,Q. Different types of Fluid Flow
Reliance General Insurance,Q. Types of manufacture of cars
Reliance General Insurance,Q. Operation Experience
Reliance General Insurance,Q. What do you think about insurance n what they work today's society ?
Reliance General Insurance,Q. What about know Reliance and General Insurance
IDBI Bank,Q. Are you open to travel to rural areas for sales?
IDBI Bank,Q. Why IDBI?
IDBI Bank,Q. Why do you want to pursue an MBA?
IDBI Bank,Q. How would you approach the recovery process?
IDBI Bank,Q. Write SQL queries to retrieve the names of the top 3 highest-paid employees.
IDBI Bank,Q. Why are you interested in the banking sector?
IDBI Bank,Q. What do you know about Concurrent Sales Audits in Banking?
IDBI Bank,Q. What is the full form of IMPS?
IDBI Bank,Q. What is the definition and core concepts of banking?
IDBI Bank,Q. What is RBI banking?
IDBI Bank,Q. How would you handle customer problems?
IDBI Bank,Q. What is a consumer bank?
IDBI Bank,Q. Do you have a bike and a driver's license?
IDBI Bank,Q. What is the difference between fixed cost and variable cost?
IDBI Bank,Q. Where are intangible assets shown on the balance sheet?
IDBI Bank,Q. Name four deputy governors of RBI.
IDBI Bank,Q. What is a bank?
IDBI Bank,Q. Tell me about the latest Basel norms.
IDBI Bank,Q. Tell me about the IDBI branch policies and plans.
IDBI Bank,Q. Tell us about the journey of IDBI from RBI.
IDBI Bank,Q. What is the liquidity ratio?
IDBI Bank,Q. What is the date of demonetization?
IDBI Bank,Q. Is it beneficial from your point of view?
IDBI Bank,Q. How do you deal with customers?
IDBI Bank,Q. What factors should be considered to determine customer satisfaction with bank services?
IDBI Bank,Q. How will you convince potential customers to open an account at this bank?
IDBI Bank,Q. Check the pricing strategy of the bank and tell all the lacks and how can we improve it?
IDBI Bank,Q. The full form of ATM Full form of IDBI
IDBI Bank,Q. What does manager do? What is CRR SLR and Repos? What is PMAY scheme?
IDBI Bank,Q. RBI latest changes
IDBI Bank,Q. What is smart city ?
IDBI Bank,Q. Probability of default and loss given default
IDBI Bank,Q. Value at Risk and key economic drivers
Crisil,Q. What are ROE and ROCE?
Crisil,Q. How do you calculate beta?
Crisil,Q. What is your reason for switching jobs?
Crisil,Q. How do Investment Banks earn money?
Crisil,Q. What is the difference between assets and liabilities?
Crisil,Q. What is a credit rating?
Crisil,Q. How will you achieve your sales target?
Crisil,Q. What is a Covenant?
Crisil,Q. What are the three financial statements?
Crisil,Q. What is Serialization?
Crisil,Q. How would you select a country starting with the letter 'I' from a dropdown menu?
Crisil,Q. How do you handle dynamic web tables?
Crisil,Q. How would you value a rice production company?
Crisil,Q. Explain the assumptions of the Black-Scholes model.
Crisil,Q. Explain the top credit risk parameters for a deep dive into a banking portfolio.
Crisil,Q. What is the impact of expected credit loss computation compared to the traditional loss provision framework?
Crisil,Q. How do you start with bottom-up research?
Crisil,Q. What is structured finance?
Crisil,Q. What is your current CTC and expected CTC?
Crisil,"Q. How would you rate a bank, and what are the key factors you would consider?"
Crisil,Q. What is included in CET1 Capital and Total Tier Capital?
Crisil,Q. What is the loan process?
Crisil,Q. What is loan syndication?
Crisil,Q. What are the factors that determine the pricing of loans?
Crisil,Q. What is the meaning of PMSBY?
Crisil,Q. What is the meaning of PMJJBY?
Crisil,"Q. Why do you think CRISIL uses this financial ratio to evaluate, and why is this formula structured this way?"
Crisil,Q. What do you understand by accounting ratios?
Crisil,Q. How do you select a stock for investment?
Crisil,Q. What is the current ratio?
Crisil,"Q. How does the money supply work, and what is the relationship between bond prices and interest rates?"
Crisil,Q. Demonstrate your technical knowledge of MS Office.
Crisil,Q. What is the best way to value a company with no cash profit?
Crisil,Q. How would you value a company in the hotel industry?
Crisil,Q. What is the difference between Random Forest and Decision Tree?
Crisil,Q. What is the relationship between Credit Rating and CFO?
Crisil,Q. Sell me the diary.
Crisil,Q. What is KYC remediation?
Crisil,Q. How do you perform a bottom-up analysis? Provide a mini case study.
Crisil,Q. Write a query to delete duplicate rows in a table.
Crisil,Q. Write code to find common elements between two arrays
Crisil,Q. What exactly happens in a rating agency?
Crisil,Q. What do you know about ratios. what is ROCE
Crisil,Q. What are KPIs? What are KPIs for this company
Crisil,Q. 1. Difference between shallow copy and deep copy 2. How can you merge two dataframes with different column names 3. Regex question to find all the characters and numbers of particular length size 4. Spark f... read more
Crisil,Q. What is rdms? what are the objects in database? difference between olap and oltp? what is view? what is index? what are functions and stored procedures? what are constrains? what are foreign keys?
Crisil,"Q. 1) how to calculate fcf, ebitda, adjusted ebitda? 2) how to fund fcf deficit? 3) how to adjust debt for off balance sheet leases?"
Crisil,Q. What is RWA and leverage expsure
Crisil,Q. When will u get #ref error and when u get #value error in excel
Crisil,Q. What is Capital Adequacy Ratio? What comes in Numerator and denominator?
Crisil,Q. How would you write a REST API from scratch? Explain your role in the project.
Crisil,"Q. Brief about tranches,credit"
Crisil,Q. Bridge between EBITDA and Net Income
Crisil,Q. Valuation techniques
Crisil,Q. 5 Cs of credit analysis
Crisil,Q. Impact of Lease accounting
Crisil,Q. Operating lease vs Finance Lease
Crisil,Q. Types of ratios and their interpretation
Crisil,Q. Ratio of current assets and liabilities
Crisil,Q. Modern portfolio theory
Crisil,Q. Gave example of Daawat (LTFOODS)
Parle Products,Q. Tell me about your sales skills.
Parle Products,Q. What are your qualifications?
Parle Products,Q. What is the concept of Return on Investment (ROI)?
Parle Products,Q. What are the steps involved in the process of business growth?
Parle Products,Q. What are the parameters used to evaluate sales performance?
Parle Products,Q. What ingredients are needed to make Biscuits?
Parle Products,Q. Name three strong acids.
Parle Products,Q. What is pH?
Parle Products,Q. How do you handle operational situations?
Parle Products,Q. What are the key considerations for handing over all operations?
Parle Products,Q. How proficient are you in data analysis?
Parle Products,Q. How do you manage?
Parle Products,Q. What is the return on investment (ROI) for distributors?
Parle Products,Q. What are your expectations?
Parle Products,Q. Why is advertising important?
Parle Products,Q. What processes do you use in market selling?
Parle Products,Q. What are some strategies to increase sales?
Parle Products,Q. What is your understanding of food safety?
Parle Products,Q. What are your ideas about tools used in lean methodologies?
